Type,Distillery,Whiskeys
World,Smogen,['Smogen Barrique 2010 7 Year Old']
World,Spirit of Hven,"[""Spirit of Hven Tycho's Star"", 'Spirit of Hven Seven Stars No.6:1 Mizar', 'Spirit of Hven Seven Stars No.6:2 Alcor', 'Spirit of Hven Dubhe Seven Stars No.1', 'Spirit of Hven Merak Seven Stars No.2', 'Spirit of Hven Phecda Seven Stars No.3', 'Spirit of Hven Megrez Seven Stars No.4', 'Spirit of Hven Alioth Seven Stars No.5', 'Spirit of Hven Urania Swedish Whisky']"
World,Starward,"['Starward Wine Cask Edition', 'Starward Malt Whisky New World', 'Starward 10th Anniversary Single Malt Whisky']"
World,Stauning,"['Stauning Young Rye Whisky 2014 Bot.2018', 'Stauning Young Rye Whisky 2013 Bot.2017', 'Stauning Young Rye Whisky 2013 Bot.2016', 'Stauning KAOS Whisky Bot.2017', 'Stauning KAOS Whisky Bot.2018', 'Stauning Heather Peated Whisky Bot.2017', 'Stauning Peated Single Malt 7th Edition']"
World,Steel Bonnets,['Lakes Distillery Steel Bonnets']
World,Stork Club,"['Stork Club Single Malt Whisky', 'Stork Club Straight Rye']"
World,Teerenpeli,"[""Teerenpeli Distiller's Choice Karhi Madeira Finish"", ""Teerenpeli Distiller's Choice Portti"", 'Teerenpeli 10 Year Old Single Malt']"
World,The One,"['The One British Blended Whisky', 'The One British Pedro Ximenez Finish']"
World,Tiger Snake ,['Tiger Snake Australian Whiskey']
World,Vicomte,['Vicomte 8 Year Old']
World,Vulson,"['Vulson White Rhino Rye Spirit', 'Vulson Old Rhino Rye Whisky']"
